id,tweet,translated,label
1.35181E+18,TOGG İNŞALLAH ÜLKEMİZİN İLK %100 YERLİ OTOMOBiLİ OLACAK BİR İŞE BAŞLAMAK İŞİN YARISINA GELMEK DEMEKTİR TOBB UN ÖNDERLİĞİNDEVBU SÜREÇTE BAŞTA CUMHUR BAŞKANIMIZ RIFAT HİSARCIKLIOĞLU BAŞKANIM TOGG CEO MUZ GÜRCAN KARAKAŞ A @tobbiletisim   Teşekkürler @rhisarciklioglu başkanım  https://t.co/M7wwV9vK3y,TOGG İNŞALLAH STARTING A BUSINESS WHICH WILL BE 100% LOCAL AUTOMOBILE OF OUR COUNTRY IS TO COME TO THE HALF OF THE WORK UNDER THE LEADERSHIP OF TOBB UN OUR REPUBLIC PRESIDENT IN THE PROCESS RIFAT HİSARCIKLIOĞLU CHAIRMAN,1
1.35143E+18,#TOGG Milli otomobil yolcuğumuzda Durmak Yok Yola Devam...,"#TOGG There is no stopping in our national automobile journey, Continue on the road ...",1
1.35142E+18,TOGG'un Gemlik Tesisi'ndeki üst yapı inşaatı için 1.500 kişi istihdam edilecek  https://t.co/wrYhzOx36M,"1,500 people will be employed for the superstructure construction at TOGG&#39;s Gemlik Facility https://t.co/wrYhzOx36M",1
1.35118E+18,"TOGG'dan Gemlik Tesisi için istihdam duyurusu Türkiye'nin Otomobili Girişim Grubu, Gemlik Tesisi'ndeki üst yapı inşaatı için 1.500 personelin istihdam edileceğini duyurdu.  https://t.co/Y1yqT14lMQ  https://t.co/goX1eQ6fZu","Facility for employment announcements from Gemlik in Turkey tOGGer Cars Initiative Group for the superstructure construction plant in Gemlik announced 1,500 staff will be employed. https://t.co/Y1yqT14lMQ https://t.co/goX1eQ6fZu",1
1.35117E+18,Asseblief togg.,Asseblief togg.,1
1.35116E+18,TOGG fabrikası için bin 500 kişi çalışacak!  https://t.co/qw7Kvy7bPV  https://t.co/y9cC0gTum8,"1,500 people will work for the TOGG factory! https://t.co/qw7Kvy7bPV https://t.co/y9cC0gTum8",1
1.3508E+18,"@BaranKk20 Baran abi benim aklıma takılan birnkonu var , tweet ile alakasız. Mercedes EQC 400 var , görmüşsündür belki . TOGG a çok benziyor ve araç 2020 model. Bizim aracın kaliteli rakiplerinden. TOGG 2023te banddan inmiş olacak. Başarılı olma ihtimali var mı . Resmiyette bişey yok ortada","@ BaranKk20 Brother Baran, I have a point in my mind, it is not related to the tweet. There is a Mercedes EQC 400, you might have seen it. It is very similar to TOGG and the vehicle is 2020 model. Quality competitors of our vehicle. TOGG will be off the band in 2023. Is there any chance of success. There&#39;s nothing official",1
1.35041E+18,@ProfDemirtas  https://t.co/AVQifUwzBi ekonomik çare budur @RTErdogan @fuatoktay @cbsbb @cbfinans @iletisim @tcbestepe @lutfielvan #iktisat #trend #finans #bütçe #rte #Para #kur #fon #faiz #kredi #dolar #usdtry #altın #euro #enflasyon #ticaret #tr #rt #fx #BTC #hisse #bist100 #TL #TM #TC #TOGG,@ProfDemirtas https: //t.co/AVQifUwz #usdtry # gold #euro #inflation #commerce #tr #rt #fx #BTC # share # bist100 #TL #TM #TC #TOGG,0
1.35041E+18,@TOGG2022 @mguercankarakas Türkiye de ar-ge ve inovasyona yeteri kadar destek verildiğini düşünüyor musunuz.,@ TOGG2022 @mguercankarakas Turkey in R &amp; D and do you think that given enough support to innovation.,1
1.34945E+18,"@TanselColasann Devrim derken, Lozan Anlaşmasının %43 ünün bitmesini mi, Yerli ve Milli aracımız TOGG'mu savunma sanayimizi mi? Petrol ve Doğalgazı piyasaya süreceğimizi mi kasdediyorsun.","@TanselColasann When we say Revolution, is it ending 43% of the Lausanne Treaty or our local and national vehicle TOGG, our defense industry? Do you mean that we will bring Oil and Gas to the market?",1
1.34902E+18,"İlçe Başkanımız M. Şamil YİĞİT, İlçe yöneticilerimiz ve Meclis üyelerimiz Gemlik'imizde üretilecek İlk ve Yerli Otomobili TOGG'un şantiyesini gezip incelemelerde bulundular.  Aydınlar Madencilik A.Ş Yönetim Kurulu Başkanı Necati Aydın'a ilgi ve alakaları için teşekkür ederiz.  https://t.co/qnZuvNH22h","Our District President M. Şamil YİĞİT, our district administrators and members of the Assembly visited the construction site of TOGG, the First and Domestic Automobile to be produced in Gemlik. We would like to thank Necati Aydın, Chairman of Aydınlar Madencilik A.Ş., for his interest and relevance. https://t.co/qnZuvNH22h",1
1.3486E+18,•Istanbul-Izmir otoyolu (5 agustos 2019)  •32 Stadyum  •35 den fazla yeni devlet üniversiteler   •458den fazla baraj  •türkiyenin arabasi togg (27 aralik 2019)  •1100 metre uzunlugundaki Osmangazi köprüsü (1 temmuz 2016)  •nissibi köprüsü 610 metre (21 mayis  2015),"• Istanbul-Izmir highway (5 August 2019) • 32 ground • 35 more than the new state universities • 458 over dam • turkey&#39;s car toggler (27 december 2019) • Osmangazi bridge at 1,100 meters in length (1 July 2016) • Nissibi Euphrates Bridge 610 meters ( 21 May 2015)",1
1.34836E+18,"""TOGG'a sedan rakip! 'Tesla katili' resmen tanıttı"" Haberin detayı... https://t.co/K87ZxSmU9D",&quot;TOGG&#39;a sedan rival! &#39;Tesla killer&#39; officially introduced&quot; Detail of the news ... https://t.co/K87ZxSmU9D,0
1.34818E+18,@ReisciBurakk Yerli ve milli olan togg di mi,@ReisciBurakk Native and national one togg di mi,0
1.34816E+18,NCAP testlerinden 4-5 yıldız alan otomobillerin tasarımcısı TOGG ile de çalışacağı söylenen dünyaca ünlü otomobil tasarımcısı Pinin Farina imiş. Ancak ne yazık ki bu araçlar Türkiye pazarında yok.,"The designer of the cars that received 4-5 stars in the NCAP tests was the world-famous automobile designer Pinin Farina, who is said to work with TOGG. Unfortunately, these tools do not in Turkey&#39;s market.",1
1.34805E+18,Ethem Sancak TOGG Yönetim Kurulu'ndan ayrıldı  https://t.co/JAIzdsWzfc via @patronlar,Ethem Sancak left TOGG Board of Directors https://t.co/JAIzdsWzfc via @patronlar,1
1.34805E+18,TOGG adı koyulmamış  elektrikli Araba. Made in Türkiye.Yerli ve Milli oranı yaklaşık  yüzde 80%.İlk TOGG arabaları Gemlikde kurulan fabrikada 2022 yılı ilk aylarda Dünyadaki Türk Büyük Elçiliklerine verilecek.Tabiki Ak Parti döneminde #AkpartiHizmetleriniVeChpHizmetleriniYazın  https://t.co/BgJJcH3yDN,TOGG unnamed electric car. Made in türkiye.yerl% and the national rate of about 80 percent .First TOGG cars Gemlikd established in the first months of 2022 at the factory in the world to the Turkish Embassy verilecek.tabi the AK Party during the https://t.co/bgjjch3ydn # akpartihizmetlerinivechphizmetleriniyaz,1
1.34802E+18,@EMN_TKN @BaranKk20 Benim için TOGG saldırılarına göğüs geren isimdir. TOGG ilk tanıtıldığında bu ülkede her projeyi karalayanlar başladılar atıp tutmaya ve Baran Üstad sahneye çıktı 👏Herkes bu kim ya dedi😂 Tek başına büyük bir algıyı yıktı👏 Bizde daha önce neredeydin yiğidim ya dedik😂,"@EMN_TKN @ BaranKk20 For me, he is the name that stood up to TOGG attacks. When TOGG was first introduced, those who denigrated every project in this country started to throw it away and Baran Ustad came to the stage 👏 Everyone said who is this😂 He alone destroyed a great perception👏 We said, where were you before?",1
1.34798E+18,@akaraismailoglu Bu açılışlar neden TOGG ile yapılmıyor?,@akaraismailoglu Why are these openings not done with TOGG?,1
1.34727E+18,Who on here from Bristol ventures to Togg hill occasionally ?,Who on here from Bristol ventures to Togg hill occasionally ?,0
1.34709E+18,Enerji Alanı Başta Olmak Üzere NTE Kullanılan Projeler Desteklenecek @MTAGenelMd  #NTE #Madencilik #TOGG #Enerji  https://t.co/mkj0JYIIVt,"Projects Using NTE, Mainly Energy Field Will Be Supported @MTAGenelMd #NTE #Madencilik #TOGG #Enerji https://t.co/mkj0JYIIVt",1
1.34674E+18,"Öyle bir holding ki!! Market,içecek,otomotiv,tarım ve ve TOGG da büyük ortak..var da var .. 4/4 lük bir holding.. 12 ay sonra nerelere gelir izleyelim.. #xu100 #bist100","It&#39;s such a holding !! There are big partners in market, beverage, automotive, agriculture and TOGG .. There is a holding of 4/4 .. Let&#39;s watch where it comes to after 12 months .. # xu100 # bist100",0
1.34606E+18,Türkiye'nin Otomobili TOGG'un ilk sahipleri belli oldu   https://t.co/Ammp9fy2nh,Turkey&#39;s first owner of the car was a certain https://t.co/ammp9fy2nh tOGGer,1
1.34536E+18,TOGG SAYESİNDE İŞ İMKANI DOĞDU  https://t.co/D16G5hrR7a,BUSINESS OPPORTUNITIES GIVEN THANKS TO TOGG https://t.co/D16G5hrR7a,1
1.34529E+18,"@temettuhisse Bunun nedenini çözemiyorum işte , togg ile ilgili bir beklentimi var diye düşünüyorum ditaş da , celha içinde satın alma olabilir diye bir düşüncem var 2 sene içinde anlarız","@temettuhisse I can&#39;t figure out the reason for this, I think I have an expectation about togg, I think that there may be a purchase in ditaş, we will understand in 2 years",1
1.3451E+18,TOGG ile Türkiye kalkınacak. Meslek Lisesi Memleket Meselesi Otomotive 300 atama  DirilişMotor ÜçyzAtama  @ziyaselcuk @RTErdogan @omerinan06 @TalipGeylan06 @lutfielvan @demiiryakup,Turkey will be developed with TOGG. Vocational High School Country Matter Automotive 300 assignments DirilişMotor ÜçyzAtama @ziyaselcuk @RTErdogan @ omerinan06 @ TalipGeylan06 @lutfielvan @demiiryakup,1
1.3451E+18,TOGG ile Türkiye kalkınacak... Meslek Lisesi Memleket Meselesi Otomotive 300 atama  DirilişMotor ÜçyzAtama  @ziyaselcuk @RTErdogan @omerinan06 @TalipGeylan06 @fuatoktay @ikalin1 @lutfielvan @demiiryakup,Turkey will be developed with TOGG ... Vocational Education Matter for Automotive assignment dirilişmot üçyzat up to 300 @ziyaselcuk @rterdog the talipgeylan06 @fuatoktay @ @ @ omerinan06 ikalin1 @lutfielv the @demiiryakup,1
1.34506E+18,"TOGG tarafından üretilecek tüm otomobillerin Ar-Ge'si ve tasarımı burada yapılacak"" DirilişMotor ÜçyzAtama @RTErdogan @fuatoktay @ikalin1 @HMBakanligi @tcmeb @lutfielvan @ziyaselcuk @omerinan06 Otomotiv Öğretmeni 300 Kontenjan",R&amp;D and design of all cars to be produced by TOGG will be done here &quot;DirilişMotor ÜçyzAtama @RTErdogan @fuatoktay @ ikalin1 @HMBakanligi @tcmeb @lutfielvan @ziyaselcuk @ omerinan06 Automotive Teacher 300 Quota,1
1.34506E+18,TOGG'un fabrikası kuruluyor şimdi sıra orda çalışacak ustaları yetiştirmekte.  Otomotiv öğretmenleri atanmak İstiyor DirilişMotor ÜçyzAtama @ziyaselcuk @RTErdogan @omerinan06 @TalipGeylan06 @fuatoktay @ikalin1 @lutfielvan @demiiryakup,TOGG&#39;s factory is being established and now it is time to train masters who will work there. Automotive teachers want to be appointed DirilişMotor ÜçyzAtama @ziyaselcuk @RTErdogan @ omerinan06 @ TalipGeylan06 @fuatoktay @ ikalin1 @lutfielvan @demiiryakup,1
1.34506E+18,Yıllardır içeriden ve dışarıdan sabotajlara maruz kalmış bir hayalin gerçeğe dönüşmesi karşısında milyonlarca yürek yeniden heyecana kapıldı.  TOGG DirilişMotor ÜçyzAtama @RTErdogan @fuatoktay @ikalin1 @HMBakanligi @tcmeb @lutfielvan @ziyaselcuk @omerinan06  https://t.co/Em4FAIK9en,Millions of hearts were excited again when a dream that had been subjected to internal and external sabotage for years turned into reality. TOGG DirilişMotor ÜçyzAtama @RTErdogan @fuatoktay @ ikalin1 @HMBakanligi @tcmeb @lutfielvan @ziyaselcuk @ omerinan06 https://t.co/Em4FAIK9en,1
1.34505E+18,TOGG ile Türkiye kalkınacak. Meslek Lisesi Memleket Meselesi Otomotive 300 atama  DirilişMotor ÜçyzAtama  @ziyaselcuk @RTErdogan @omerinan06 @TalipGeylan06 @fuatoktay @ikalin1 @lutfielvan @demiiryakup,Turkey will be developed with TOGG. Vocational High School Memleket Mesesi Automotive 300 assignments DirilişMotor ÜçyzAtama @ziyaselcuk @RTErdogan @ omerinan06 @ TalipGeylan06 @fuatoktay @ ikalin1 @lutfielvan @demiiryakup,1
1.34474E+18,TOGG’un Gemlik inşaatı Yapı Merkezi’nin!  https://t.co/crrVaCMpN8,TOGG&#39;s Gemlik construction belongs to Yapı Merkezi! https://t.co/crrVaCMpN8,0
1.34433E+18,@boersemann70 Otomotivde parça yapan firmalardan bist’te pek işlem gören yok togg iştiraklerinden yeni fabrika kuracak olanlar takip edilmeli,"@ boersemann70 Among the companies that make parts in automotive, there is not much traded in bist.",1
1.34423E+18,TOGG'u Ancak Katarlılar Alır!  https://t.co/HMFPezKSrT @haber_yuzdeyuz aracılığıyla #togg #YerliOtomobil,Only Qataris Get TOGG! https://t.co/HMFPezKSrT via @haber_yuzdeyuz #togg #YerliO Otomobil,0
1.34401E+18,"Togg Yönetim Kurulu Üyesi Ethem Sancak, yönetim kurulundan ayrıldı;  https://t.co/zi2vEMD3o7","Ethem Sancak, Togg Board Member, left the board; https://t.co/zi2vEMD3o7",0
1.344E+18,"Ethem Sancak, TOGG Yönetim Kurulu'ndan istifa etti.",Ethem Sancak resigned from the TOGG Board of Directors.,0
1.34399E+18,"@odatv Togg masraflı geldi, süt vermiyor zaar...","@odatv Togg came costly, he does not give milk ...",0
1.34397E+18,Yerli otomobil TOGG’da flaş ayrılık. Ethem Sancak çekildi  https://t.co/QSZwtpKo8L  https://t.co/HtoxlqxR02,Flash parting in domestic car TOGG. Ethem Sancak withdrew https://t.co/QSZwtpKo8L https://t.co/HtoxlqxR02,0
1.34392E+18,"Ethem Sancak, TOGG Yönetim Kurulu'ndan istifa etti  https://t.co/VsBs7SIO4G #ethemsancak #istifa #yonetimkurulu #togg",Ethem Sancak resigned from TOGG Board of Directors https://t.co/VsBs7SIO4G #ethemsancak #istifa #yonetimkurulu #togg,0
1.34391E+18,"Türkiye'nin Otomobili Girişim Grubu 'babayiğitlerinden' olan Etham Sancak, TOGG Yönetim Kurulu üyeliğinden istifa etti.   https://t.co/3mtdgttQsj","Turkey&#39;s Automobile Enterprise Group &#39;babayiðit of&#39; Ethan is Sancak, TOGG resigned from the Board of Directors. https://t.co/3mtdgttQsj",0
1.34384E+18,Tarih verildi! 5 Bin kişiye dev istihdam  https://t.co/QWILNjXdMu #TOGG #SonDakika #sondakikahaber #haber  https://t.co/uDvXlq0Xf0,"The date has been given! Huge employment for 5,000 people https://t.co/QWILNjXdMu #TOGG #SonDakika #sondakikahaber #haber https://t.co/uDvXlq0Xf0",1
1.34383E+18,@Cezeri_ Tesla çalışmlara başladı teknoloji gelişiyor metre kareye %40 verimlilik aşıldı gündüz park halindeki araç kendini şarj edebilir lütfen dikkate alın Modüler sistemler yapılabilir. #TOGG @mguercankarakas #YerliLityum @drkayahulya @fatih_donmez,"@Cezeri_ Tesla started to work, technology is developing, 40% efficiency per square meter has been exceeded. The car parked during daytime can charge itself. Modular systems can be made. #TOGG @mguercankarakas #LocalLithium @drkayahulya @fatih_donmez",1
1.3438E+18,"İlk araçlar, 2022'nin son çeyreğinde seri üretim bandından iniyor.  60 yıllık rüya #YerliOtomobil. #TOGG  https://t.co/MogNydXwUK",The first vehicles land off the mass production line in the last quarter of 2022. 60 years dream of #YerliAutomobile. #TOGG https://t.co/MogNydXwUK,1
1.34364E+18,(2) Ancak bence böyle bir iş için 10 bin kişi gibi bir rakam çok minik değil mi? Marka adının TOGG'dan daha klas bir şey olmasını beklerdim açıkçası. Hedef sadece Türkiye değil tüm #dünya iken #otomobil piyasasında bu marka adını seçmesek bence daha iyi olurdu @TOGG2022,"(2) But I think a figure like 10 thousand people is too small for such a job, isn&#39;t it? Frankly, I expected the brand name to be something classier than TOGG. Turkey is not the only target all the # brand name in the world market was seçmesek #automobile I think it would be better @ TOGG2022",0
1.3436E+18,2825TL ile TOGG alıcaz inşallah #asgariucret,I hope we will get TOGG with 2825TL #asgariucret,0
1.34349E+18,TOGG tesisi yapımı için imzalar atıldı Son Dakika  https://t.co/Gsply2gaF9,Signatures were signed for the construction of the TOGG facility Last Minute https://t.co/Gsply2gaF9,1
1.34348E+18,Şimdi togg acil kod ile devreye girip yerli araç hakkında bilgi verir.,Now togg is activated with an emergency code and informs about the domestic vehicle.,0
1.34329E+18,TOGG'dan tanıtımın yıl dönümüne özel video paylaşımı  https://t.co/7ACjf5bjqM,Special video sharing from TOGG for the anniversary of the promotion https://t.co/7ACjf5bjqM,1
1.34323E+18,TOGG istiyom ben ....,I want TOGG ....,1
1.3432E+18,"TOGG Üst Yöneticisi Gürcan Karakaş, ""Pazara çıktığımızda karşımızda elektrikli araçtan çok C segmentindeki içten yanmalı SUV araçlar olacak. Dolayısıyla bizim fiyat açısından da onlarla rekabet edebiliyor olmamız lazım"" dedi.","TOGG Senior Manager Gürcan Karakaş said, &quot;When we enter the market, we will be facing C segment internal combustion SUV vehicles rather than electric vehicles. Therefore, we should be able to compete with them in terms of price.",1
1.34317E+18,@hazineiamire Devrin otomobili için 104 tedarikçi firma ile anlaşma sağlandı savunma sanayi firmalarımızda yerli otomobilimize destek verecek hayırlı olsun   ( Togg )  Hangileri acaba bunlar ?,@hazineiamire An agreement has been reached with 104 supplier companies for the automobile of the period. Good luck to support our domestic car in our defense industry companies (Togg). Which ones are these?,1
1.34317E+18,TOGG,TOGG,1
1.34316E+18,@anadoluajansi @RTErdogan @TOGG2022 @kilicdarogluk @dbdevletbahceli @meral_aksener @HMBakanligi İç modernizasyonu buda daha kaliteli yapmanı gerekiyor otomatik ekran ve iç ve dış sistemlerini kasdediyorum. Bu diğer milyon TL lik araçların müsteri payından almak için.,"@anadoluajansi @RTErdogan @ TOGG2022 @kilicdarogluk @dbdevletbahceli @meral_aksener @HMBakanligi You need to make better quality interior modernization, I mean automatic screen and internal and external systems. This is to get from the customer share of other million TL vehicles.",1
1.34315E+18,"TOGG  Ceo'su Gürcan Karakaş, ""Pazara çıktığımızda karşımızda elektrikli araçtan çok C segmentindeki içten yanmalı SUV araçlar olacak. Dolayısıyla bizim fiyat açısından da onlarla rekabet edebiliyor olmamız lazım"" dedi.  @DerinDevletHaber  https://t.co/NmKpSuqrmk","TOGG CEO Gürcan Karakaş said, &quot;When we enter the market, we will be in the C segment internal combustion SUV vehicles rather than electric vehicles. Therefore, we should be able to compete with them in terms of price.&quot; @DerinDevletHaber https://t.co/NmKpSuqrmk",1
1.34314E+18,"TOGG, yerli otomobil ne zaman piyasaya sürülüyor?  https://t.co/MaC3RXI7yw","TOGG, when is the domestic car released? https://t.co/MaC3RXI7yw",1
1.34314E+18,Son dakika haber! Cumhurbaşkanı Erdoğan: TOGG otomobillerde ...  https://t.co/145VxSk7Wa  https://t.co/MWkG1YUeZz,Breaking news! President Erdoğan: TOGG is in cars ... https://t.co/145VxSk7Wa https://t.co/MWkG1YUeZz,1
1.34312E+18,"▶️Yerli otomobilimiz TOGG ve tüm elektrikli otomobillerin, mobil telefonların, elektrikli araçların bataryalarında ve elektrikle çalışan tüm aletlerin pillerinde kullanılan LİTYUM Türkiye’de ilk defa yerli olarak BORDAN üretilecek. Milletimize hayırlı olsun. 🇹🇷#YerliLityum  https://t.co/wAzQf350sA","▶ TOGG ️Yerl of our car and all electric cars, mobile phones, electric vehicles and batteries in electrically powered tools used in batteries of all LITHIUM Turkey will be produced locally Alongside the first time. Good luck to our nation. 🇹🇷 # DomesticLithium https://t.co/wAzQf350sA",1
1.34311E+18,Fikri ve sınai mülkiyet hakları yüzde 100 Türkiye’ye ait #DoğuştanElektrikli #TOGG ile tanıştığınız #YeniLigeYolculukBuluşması üzerinden tam bir yıl geçti.   #YeniLigde1Yıl boyunca işte bunları yaptık👇🏻  #DoğumYeriİstanbul  https://t.co/0J1M3T3UVw,Intellectual and industrial property rights belonging to Turkey 100 percent #TOGG # # doğuştanelektrikl you meet a full year has passed out of the yeniligeyolculukbuluş. # YeniLigde1 We did all this throughout the year👇🏻 # BirthYeriİstanbul https://t.co/0J1M3T3UVw,1
1.34311E+18,TOGG için yeni video: Neler yapıldı? #gündem #gazetehaberi #haber  https://t.co/Vgn9APQ3Hr,New video for TOGG: What has been done? # agenda #gazetehaberi #haber https://t.co/Vgn9APQ3Hr,1
1.34311E+18,#TOGG heyecanla ve azimle çalışmalarına devam ediyor. #YeniLigde1Yıl verimli geçmiş. Tebrikler... #DoğustanElektrikli #DoğumYeriİstanbul #YeniLigeYolculukBulusması,#TOGG continues to work with enthusiasm and determination. # YeniLigde1 Year productive past. Congratulations ... # DoğustanElektrikli # BirthPlacesIstanbul #NewLigeYolculukMeeting,1
1.34303E+18,Son dakika: TOGG'dan heyecanlandıran paylaşım! 27 Aralık'ı bekleyin...  https://t.co/2VLkThvM4x,Last minute: Sharing exciting from TOGG! Wait for December 27th ... https://t.co/2VLkThvM4x,1
1.34298E+18,@HaberturkTV @SerapBelet @msarikaya6 @RizaTurmen @ilterturan9 @cagrierhan @RTErdogan @varank @TOGG2022 ○ Observations lead us to 3 main principles of vehicle design for more-efficient surface transport : ▪Reduce the frontal area ▪Reduce the vehicle's weight ▪Make the energy chain more efficent.What about TOGG?  https://t.co/Gkv1jRrg0n,@HaberturkTV @SerapBelet @msarikaya6 @RizaTurmen @ilterturan9 @cagrierhan @RTErdogan @varank @TOGG2022 ○ Observations lead us to 3 main principles of vehicle design for more-efficient surface transport : ▪Reduce the frontal area ▪Reduce the vehicle's weight ▪Make the energy chain more efficent.What about TOGG?  https://t.co/Gkv1jRrg0n,1
1.34297E+18,"-TOGG başta olmak üzere tüm elektrikli otomobillerin, mobil telefonların, elektrikli araçların bataryalarında ve elektrikle çalışan tüm aletlerin pillerinde kullanılan LİTYUM Türkiye’de ilk defa yerli olarak BORDAN üretilecek. #Yerli Lityum  Milletimize Hayırlı olsun 🇹🇷  https://t.co/mBTIjN4qlA","All electric cars mainly -TOGG, mobile phones, batteries in electric vehicles and electric LITHIUM battery used in all appliances will be manufactured in Turkey&#39;s domestic Alongside the first time. #Blessing to Local Lithium Nation 🇹🇷 https://t.co/mBTIjN4qlA",1
1.34296E+18,Milletinle hep gurur duydun aynı şekil biz de seninle gurur duyduk Reis...🇹🇷🇹🇷  #BizimReisimizVar #TOGG  https://t.co/pBZrJNCa9S,"You were always proud of your nation, the same way we were proud of you, Reis ... 🇹🇷🇹🇷 #BizimReisimizVar #TOGG https://t.co/pBZrJNCa9S",1
1.34295E+18,"Gölge etme, başka ihsan istemem #TOGG","Don&#39;t shadow, I don&#39;t want any other bestowal #TOGG",1
1.34295E+18,@PoyrazKarazor @sputnik_TR Bu yüzden de Farasis ile anlaşıldı. Ülkemizde TOGG ve Farasis ortaklığında kurulacak fabrikada üretim yapılacak. Farasis bu iş için yeterli tecrübeye sahip. Ülkemizdeki gelişmeleri de artıracaktır. Yetişmiş eleman oluşturur. Belki Aspilsan da bundan faydalanır.,@PoyrazKarazor @sputnik_TR That&#39;s why it was understood with Farasis. Production will be made in the factory to be established in our country with the partnership of TOGG and Farasis. Farasis has enough experience for this job. It will also increase the developments in our country. It creates a trained staff. Maybe Aspilsan will also benefit from it.,1
1.34294E+18,YERĹİ lityum karbonat üretim tesisi yerli otomobil  TOGG dahil tüm elektrikli otomobillerin batarya ve pillerinde kullanılacak.Lityum Türkiye'de ilk defa YERLİ olarak BORDAN üretilecek.BU BİR DEVRİMDİR ...#YerliLityum .#YaparsaAkPartiYapar  https://t.co/hc6uL716GE,Domestic lithium carbonate production plant kullanılacak.lity I Alongside the üretilecek.b for the first time in Turkey&#39;s domestic automobile TOGG LOCAL including all electric car batteries and batteries REVOLUTION ... I yerlility #. # Is https://t.co/hc6ul716g to yaparsaakpartiyap,1
1.34294E+18,Şimdi yarınki açıklama için 10.30 da uyanmam gerekecek 😏 #TOGG,Now I&#39;ll have to wake up at 10.30 for tomorrow&#39;s announcement 😏 #TOGG,1
1.34294E+18,@halktvcomtr Togg anlamaz açın halinden😟😟,"@halktvcomtr Togg don&#39;t understand, open it.",0
1.34292E+18,Sıkılmadan hergün paylaşabilirim. Akıllarına Mıh gibi işlesin! #TOGG #YerliLityum #yerlivemillisanayi,I can share it everyday without getting bored. Let it penetrate their minds like Mih! #TOGG #LocalLithium #yerlivemillisanayi,1
1.34291E+18,Sazan olup karşı etikete yazacağınıza bunlara yüklenin ahali.  #YerliLityum #HdpEşittirPkk  #TOGG,"Instead of being a carp and writing it on the opposite label, take the load on them. #LocalLithium # HdpEQUALSPkk #TOGG",1
1.34291E+18,2022 de geldi ama togg yok #TOGG,Arrived in 2022 but no togg #TOGG,0
1.3429E+18,Bir yıl önce tanıtılan TOGG’dan “27 Aralık saat 11.00’i bekleyin” paylaşımı  https://t.co/YiBoThZt3i,"&quot;Wait 11.00 on December 27&quot; from TOGG, which was introduced a year ago, https://t.co/YiBoThZt3i",1
1.3429E+18,#DefolGitErsinDüzen #HemşireNöbetteÖldü #TSvGS #TOGG #Galatasaray #HDPyeOyVereceğim #FbKirliVeKaranlıktır #AsgariÜcret3100TL #KirliOlanGsTarihidir #kalbimoldun #GönülBağı #EllereVarBizeYokMi  #DizisiÇokKanunuYok görmezlikten gelmeyin az çok demeden yardımcı olun 1 RT 1 HAYAT hadi,# Get Out,0
1.34289E+18,Psikolojik savaş; yalanina kılıf arayanların gerçeği bastırma manipüle etme gayretidir Muhatabini itibarsizlastirmak için herseý mübahtır.Iğrenç yöntemlere iftiralara başvurulur. Sn. ADNAN OKTAR ve arkadaşlarinada  aynı şey yapılmıştır. İlber Ortaylı #TOGG  https://t.co/X6exwgG5yq,Psychological warfare; It is the effort of those who seek to suppress the truth and manipulate it. It is permissible to discredit the addressee. Disgusting methods are used to slander. Mr. The same thing has been done with ADNAN OKTAR and his friends. İlber Ortaylı #TOGG https://t.co/X6exwgG5yq,1
